stateabbr,trial_count,site_count,year,diabetes_prevalence,diabetes_low_ci,diabetes_high_ci,places_access2,places_bphigh,places_depression,places_diabetes,places_foodinsecu,places_foodstamp,places_ghlth,places_housinsecu,places_lacktrpt,places_loneliness,places_lpa,places_mhlth,places_obesity,population,poverty_rate,median_income,gini,pct_black,pct_hispanic,pct_no_vehicle,pct_no_internet,unemployment_rate,uninsured_pct,pct_bachelors_plus,pct_rural,medicaid_expanded,trials_per_100k,industry_trial_count,non_industry_trial_count,industry_trials_per_100k,non_industry_trials_per_100k,industry_pct,burden_decile,expected_trials_per_100k,coverage_residual,coverage_residual_z,coverage_quartile
MO,514,884,2023.0,10.407912584933985,8.958051042726547,11.967763392307173,8.997186896865536,32.95438417184363,25.127903310169923,10.407912584933985,14.355935351244357,11.33811608636481,19.624062558200595,13.166829217000027,8.788723239132537,32.499515791779054,27.76205555484119,18.515183962622203,36.812611086661384,6154422,12.820297552948102,65920,0.4661,11.274689970885975,4.550841654992134,6.588065690283298,10.394561497996197,2.685149669206612,9.5,31.2,75.77535214551368,1,8.35171848794249,450,64,7.311815796836811,1.0399026911056797,87.54863813229572,6.0,8.621584079408338,-0.2698655914658481,-0.07762149677273189,Q2
MS,183,247,2023.0,13.560649047907306,11.70731827225001,15.557841401075468,11.913752641751891,41.63830296867422,20.08068317385471,13.560649047907306,23.265371455981423,14.322401790550227,23.48059215067809,18.14285249023835,12.453153065848209,37.202478157977644,33.08743123479997,18.159752843533948,40.66314981786515,2958846,19.19687815143246,52985,0.4834,37.23870725276003,3.2824621490946133,6.102371509423698,16.557311403418804,3.639862235221612,11.8,23.9,55.35030640476632,0,6.1848436856801605,176,7,5.9482649654628865,0.23657872021727389,96.17486338797814,10.0,6.558610441132117,-0.3737667554519568,-0.10750661039994086,Q2
MT,183,218,2023.0,8.300623968273253,7.068171599077534,9.609321180925162,9.607860239132107,27.846151025289775,25.890236089174632,8.300623968273253,12.360107606104144,8.787769084924557,17.35032764464795,10.12281619464065,7.994235928668321,31.674159821927166,19.648095715261814,18.461374602774754,31.591732253185327,1091840,12.411913951666987,66341,0.4644,0.551912368112544,4.202172479484173,4.642534527850927,10.276020066814292,2.437452611347139,8.4,34.0,83.13016209735065,1,16.76069753810082,180,3,16.48593200468933,0.27476553341148885,98.36065573770492,1.0,12.23168180598543,4.529015732115392,1.3026817465854514,Q4_high
NC,775,2081,2023.0,10.53038201087486,9.014702040318781,12.171660896486449,10.76400598291443,33.65919454214374,24.79944920900054,10.53038201087486,15.823000004235858,12.889216363873398,18.205715737672357,13.109212132721673,8.765476284606372,33.24499046225921,23.12215064406225,17.327468352255853,35.17611280702325,10470214,13.326107839513536,66186,0.4773,20.93992539216486,10.038075630545851,5.361524025925941,10.443136953039438,3.115323166252018,10.5,33.9,60.464732223766376,1,7.401949950593178,672,103,6.4182069249014395,0.9837430256917384,86.70967741935483,7.0,7.601857910310011,-0.19990795971683362,-0.05749956845449613,Q2
ND,119,132,2023.0,9.034276826125849,7.710255310484787,10.480545801679593,7.392063979492383,30.036186731465033,21.719842888423074,9.034276826125849,11.164417248561396,7.095255443997918,15.78067130402275,9.564903069466883,6.687384010467429,29.719545654815146,21.48596493277614,14.660712259175689,37.317087844964554,776874,10.763530000959008,73959,0.4521,3.248017052958395,4.27212134786336,5.2312537886126025,9.500746786319125,1.9890067039853554,7.2,31.4,81.65381840958857,1,15.317799282766575,118,1,15.189078280390385,0.1287210023761897,99.15966386554622,3.0,8.749234107370835,6.56856517539574,1.889317781470423,Q4_high
NE,283,404,2023.0,9.492680420013343,8.238176122175984,10.867004923930516,10.177793226974297,29.91003852726861,18.681042299855548,9.492680420013343,12.8442330308719,8.9835082053265,15.586493217157157,10.297640146362216,6.976026341993122,29.81970400318957,23.692695579815695,14.778831306127167,38.05132781837087,1958939,10.398441171678073,71722,0.4525,4.775799552717057,11.780305563368742,5.054232533337455,8.641398080061414,2.098540086442336,7.8,33.5,75.69125528166141,1,14.446595835807036,262,21,13.374586957531603,1.0720088782754338,92.57950530035336,4.0,8.2610153794183,6.185580456388736,1.7791598062764276,Q4_high
NH,98,103,2023.0,7.607959189707167,6.527120166538553,8.790225773127746,7.195076104083115,28.173146267317332,23.750041652029036,7.607959189707167,10.093876543038112,6.91502646947315,13.462009088664038,9.019224107046584,6.062161870741319,32.002006079978855,19.5730360937875,16.566462551434604,31.70804779809461,1379610,7.325117866625276,90845,0.4426,1.5163705684939948,4.251491363501279,4.6340595396209245,6.516961527454707,2.372378476802574,5.8,39.0,87.15961696632158,1,7.103456774015845,95,3,6.886004015627605,0.21745275838824016,96.93877551020408,1.0,12.23168180598543,-5.128225031969585,-1.4750324433978286,Q1_low
NJ,438,717,2023.0,9.404107683608013,8.18402608538832,10.762955647175605,11.777017728465882,29.26633576222459,15.64516854562244,9.404107683608013,14.869782190935823,8.680204190589421,16.254884925605218,13.145366277909462,7.7950222860879625,33.48246785167771,23.91693179540944,15.573477680466764,28.773875054236964,9249063,9.681402453796407,97126,0.4811,13.117707166661098,21.228344968566006,11.279340531365305,7.462271993000911,4.118984683870495,7.5,42.3,51.8504048985283,1,4.735614840119481,412,26,4.454505283400059,0.2811095567194212,94.06392694063926,4.0,8.2610153794183,-3.5254005392988192,-1.0140116978136542,Q1_low
NM,173,199,2023.0,11.41304719595147,9.822515008803242,13.117304921636729,16.05944742829929,30.637430908994695,23.895758269273323,11.41304719595147,22.05627802124323,17.84434247491317,23.08340703441442,18.127083193026678,11.61604180096018,34.986241749968734,24.842583510520594,17.096498908013356,34.53729783815508,2112463,18.283786406923145,58722,0.4766,2.1251969856986843,49.781984347181464,5.761319403778302,14.549143017425067,3.5363970828806406,9.5,29.1,36.50266679637803,1,8.189492549691995,156,17,7.384744726889891,0.8047478228021036,90.17341040462428,8.0,6.405747060734723,1.7837454889572717,0.5130590897579986,Q3
NV,385,607,2023.0,10.599337219223193,9.145552662844565,12.168983821195907,14.853975887282614,31.00672377223688,20.944420585116138,10.599337219223193,18.559806356699173,15.461515935603735,21.463245409094895,16.495967339388095,10.389078709204139,37.67352106274569,25.445397732256342,19.209919743882114,31.203555788567186,3104817,12.71182927732838,71646,0.4675,9.347507437636422,29.583353865944435,7.083015732109849,8.233512736847443,4.406203458526348,11.4,26.5,45.930089859802216,1,12.400086703982875,375,10,12.07800652985345,0.32208017412942536,97.40259740259741,7.0,7.601857910310011,4.798228793672864,1.3801155560435392,Q4_high
NY,793,1695,2023.0,9.925143332000111,8.688884730222478,11.277263987104732,8.20188980961749,29.18451484014023,18.02936382396657,9.925143332000111,17.845211182816975,14.655006736142802,17.348412785142663,15.61497003966612,9.024445318739469,35.07915999735577,25.028071414643794,15.863861964673301,28.911432392468328,19994379,13.60694005374913,81386,0.5147,15.059812560320077,19.484045991125807,28.965235557838408,9.348370699911092,3.90677676612164,5.2,38.8,52.46659253593676,1,3.9661146765298385,617,176,3.085867282999887,0.8802473935299516,77.80580075662043,5.0,7.037725759839368,-3.07161108330953,-0.8834881412451985,Q1_low
OH,719,1773,2023.0,11.316521293472265,9.836722753535879,12.928738930030264,8.289064184565039,33.38629836329039,26.249141428770173,11.316521293472265,14.689322707856626,12.243812692902805,18.467065127473465,12.318256138543461,8.151841500590647,35.960481200423864,25.84512629184265,18.556500002552216,37.21187600873662,11774683,13.305625102635451,66990,0.4664,12.30988554001836,4.200750032930823,7.435470104029559,9.835265652874009,3.1642708253728156,6.4,30.4,75.88604992369135,1,6.106321503517335,633,86,5.375940906434594,0.730380597082741,88.03894297635605,8.0,6.405747060734723,-0.29942555721738806,-0.08612383593246725,Q2
OK,332,487,2023.0,11.559018656608849,10.052897253416264,13.155901447808818,11.603073609662037,36.05171444054629,26.01847362851397,11.559018656608849,19.071900485129483,15.738454601668753,20.628938490556383,15.06805197043162,9.989976279607168,33.562452169704954,30.580959647475375,18.647991994083995,39.26168976783945,3970497,15.229635767011063,61364,0.467,7.164166098098047,11.552357299350685,5.408051823359784,11.707999745191307,2.9483627276511637,13.9,27.3,60.797509087974724,1,8.361673614159638,316,16,7.958701391790499,0.40297222236913915,95.18072289156626,9.0,8.319744916528917,0.0419286976307216,0.012059960108844709,Q3
OR,340,465,2023.0,9.589984118901858,8.247220425644004,11.025403171751046,8.719943919320965,29.10613403740907,27.94587400133117,9.589984118901858,,,18.20417518244742,,,,19.26847860726121,18.589951427711313,33.62647339666174,4229374,11.910194035527306,76632,0.461,1.8819097105150786,13.786106407236627,7.040754402665398,6.498512613041409,3.448357288818137,6.5,35.5,71.65387222296694,1,8.039014757266678,309,31,7.306045764692364,0.7329689925743148,90.88235294117646,4.0,8.2610153794183,-0.2220006221516222,-0.0638540855923359,Q2
PA,651,1576,,,,,,,,,,,,,,,,,,12989208,11.782103579482799,73170,0.4731,10.838335947811444,8.122958690014048,10.561182749882695,10.394924492565742,3.371864288123237,5.6,33.8,73.47256339068039,1,5.011852916667436,529,122,4.072611663467088,0.9392412532003491,81.25960061443932,,,,,
RI,113,142,2023.0,9.661143406073595,8.393846819500428,11.004730508314987,8.516989118104659,30.29307237558904,23.894537642749214,9.661143406073595,15.815834345898102,13.768644605458435,16.59200324170183,14.146791365325898,8.278610260457066,35.86270002824719,24.596543641915247,17.541249871094152,32.018248023817314,1094250,11.222117744148303,81370,0.462,6.179118117432031,16.741695225039983,9.041481286107274,8.7062345709004,3.7934677309767717,4.3,36.3,68.7137260691156,1,10.32670779072424,106,7,9.687000228466987,0.6397075622572538,93.80530973451327,4.0,8.2610153794183,2.0656924113059407,0.5941555422708731,Q4_high
SC,517,1079,2023.0,11.78653995385584,10.278620895768006,13.43062176871456,12.290402766001614,34.47279494693516,23.110894902625795,11.78653995385584,18.312603485071243,11.132453490533068,19.142983703894263,14.61399743317774,9.128016264422415,32.681285439809486,24.809624424912172,17.529376070198904,35.92501048623502,5142750,14.350287026131012,63623,0.4772,25.78793447085703,6.200476398813864,5.718098844092068,11.744785809790493,3.0771028945805874,10.2,30.6,62.10019683789447,0,10.052987215011424,494,23,9.605755675465462,0.4472315395459628,95.55125725338492,9.0,8.319744916528917,1.7332422984825069,0.49853284647090024,Q3
SD,71,74,2023.0,10.11327793868831,8.668064437498208,11.682026612371311,9.110474032863983,29.836225947062033,21.856707149207075,10.11327793868831,,,16.54542370451091,,,,23.299832382208713,16.227137306070947,36.21931605058644,890342,12.259809171566703,69457,0.445,2.1929775299828607,4.402465569410406,4.9991172668303046,10.22802991041682,2.08591947020627,9.5,30.4,79.5770001590225,1,7.97446374539222,64,7,7.188249009931015,0.7862147354612048,90.14084507042253,6.0,8.621584079408338,-0.647120334016118,-0.18613135763459507,Q2
TN,598,1214,2023.0,11.934077689807031,10.259933787648533,13.721224221128304,11.94087841431624,36.26561183967417,29.06872500454934,11.934077689807031,,,21.537979117532235,,,,25.741124429218612,20.218871726123567,37.55662842588082,6923772,13.959259708007147,64035,0.4762,16.27458269856373,5.9594972220344635,5.318364481590192,11.557597097619983,3.099292339397339,10.1,29.7,70.90666257647406,0,8.63691063195033,532,66,7.683673003674875,0.9532376282754544,88.96321070234114,9.0,8.319744916528917,0.3171657154214138,0.09122644136394113,Q3
TX,1196,5461,2023.0,12.268151950562952,10.691034648633131,13.959143272821994,19.347722288054484,32.34857121474164,21.214987080981874,12.268151950562952,,,21.640232792520806,,,,27.774867865456006,17.06192984736476,35.682055375290524,29243342,13.944421378427283,73035,0.4761,12.148334482426803,39.89037915023529,5.253297895735335,9.073754262525531,3.3747186365062976,17.6,32.3,39.74745676906267,0,4.089819829758172,1016,180,3.474295106215972,0.6155247235421998,84.94983277591973,10.0,6.558610441132117,-2.4687906113739455,-0.7100987622483349,Q1_low
UT,359,615,2023.0,8.83309671405492,7.696940813384303,10.06549612771887,10.446670667339616,28.261115149349067,26.950640389409568,8.83309671405492,12.411236859962763,6.207421530060188,15.767366019716796,10.144706192027472,6.760827253839881,33.43640008661417,18.013788959269608,17.005453875138752,31.5433260806043,3283809,8.51545504900004,86833,0.4286,1.1484224569699395,14.642843112982515,3.917882536913623,4.506693990227875,2.316288691207269,8.8,36.1,75.355879174084,1,10.932426337829027,340,19,10.353829957832504,0.5785963799965224,94.70752089136491,3.0,8.749234107370835,2.183192230458191,0.6279520399406295,Q4_high
VA,530,1068,2023.0,11.015087105148643,9.484118575613016,12.634703198084212,9.012033149969989,32.57759282275465,22.350800377047403,11.015087105148643,13.572321416813256,11.181415373431737,17.407488446997245,11.707167266058097,7.756113719415746,34.56816776443726,23.066654438866905,16.65703727191398,34.591240291044066,8624511,9.984590274700759,87249,0.4724,18.90373842644528,10.029728062263471,6.066248887462247,8.857654746098214,2.829624031056187,7.4,41.0,58.60424846835267,1,6.145275946659469,478,52,5.542343212270238,0.6029327343892309,90.18867924528301,8.0,6.405747060734723,-0.26047111407525403,-0.07491936126707302,Q2
VT,69,75,2023.0,7.008310561757265,5.9584374319667885,8.185778712830407,6.354143926370235,26.550253928096872,27.83361384912204,7.008310561757265,,,13.475444608766807,,,,17.752219477955364,17.34745827921956,28.840553799725242,643816,10.427024998510172,74014,0.4486,1.2425910508592517,2.142382295562707,6.385363615162982,8.718940186114391,2.4847356485573364,4.1,41.7,89.13411613228276,1,10.717347813661046,63,6,9.785404525516608,0.9319432881444388,91.30434782608695,1.0,12.23168180598543,-1.5143339923243833,-0.4355682043774774,Q2
WA,524,882,2023.0,8.559877530694378,7.520996981253274,9.607747716474636,8.556831646068572,28.200872095003742,25.485770899670875,8.559877530694378,,,15.767561984878688,,,,17.44631628549785,16.98742024490617,30.58983814586337,7688549,9.89639170085106,90325,0.4637,3.9211169753876836,13.489580413677535,6.893999607957917,5.618117446141205,3.1728497637301216,6.4,38.0,63.83699698946735,1,6.815330174783305,473,51,6.152006054718517,0.6633241200647872,90.26717557251908,2.0,6.896216609471667,-0.08088643468836221,-0.023265382203848137,Q3
WI,221,285,2023.0,9.64153943111562,8.347116215834738,11.054023916808564,8.377497701544419,29.444932886813017,24.050535155108747,9.64153943111562,12.75446009782433,13.188980026281547,16.900153780943345,10.635420970237842,7.171512686230675,31.625642784608438,25.63254591655716,16.50977132136635,37.88575137725003,5882128,10.650244360077476,72458,0.4436,6.176863203248892,7.326872179592147,6.267151187719749,9.31845467798645,2.205474797466997,5.4,32.0,78.62639508710801,0,3.7571436731740624,195,26,3.315126770447702,0.44201690272636024,88.23529411764706,4.0,8.2610153794183,-4.5038717062442375,-1.2954495651413112,Q1_low
WV,69,78,2023.0,12.8579161961803,11.034117708460434,14.810799451849583,8.943781081193546,38.4343333857598,31.945459104184557,12.8579161961803,17.20886336370542,18.934088932679476,23.812733706243,13.905416123888202,9.576077522518107,35.186235373192964,31.08693847554658,22.9203920841212,40.76023878255878,1792967,16.803664956131186,55217,0.4715,3.414842548691638,1.835505059490777,8.22607675548852,14.253254008155968,3.21653424410802,6.4,22.7,89.13529232052343,1,3.8483697692149383,60,9,3.3464084949695114,0.5019612742454267,86.95652173913044,10.0,6.558610441132117,-2.710240671917179,-0.7795470938916237,Q1_low
WY,1,1,2023.0,9.295633300183933,7.950989201510204,10.777471023612348,11.972538217149092,28.12854317195736,22.42830357221435,9.295633300183933,,,17.431386906281077,,,,24.683476198438747,16.806561380657765,33.871056615065086,577929,10.660072149688444,72495,0.4476,0.8462977286137224,10.471528509557402,3.805155537334085,8.566511214745725,2.4869908409441708,11.6,29.0,81.41859856358055,0,0.1730316353738954,0,1,0.0,0.1730316353738954,0.0,3.0,8.749234107370835,-8.57620247199694,-2.466774918901252,Q1_low
